title,nation,polarity,subjectivity
The Fairy Christmas,North American Native,0.028765156525573196,0.5407642563198117
The Evil Eye,Polish,0.006240538355493676,0.5482125141723361
The Time for Naggeneen's Plan,Irish,0.09017739680794122,0.4783914315970769
The Dwarf with the Long Beard,Slavic,0.13280710142155933,0.5314610824249378
The Battle of the Rats and Weasels,French,0.12893217893217895,0.6336507936507937
Fresh Figs,Portuguese,0.13595160395160394,0.5527197271327705
The Owl and the Birds,Greek,0.2283333333333333,0.5069444444444445
"The Fish and the Leopard's Wife; or, Why the Fish lives in the Water",Nigerian,0.08716224747474753,0.43298611111111124
Unlooked-For Prince,Slavic,0.08470435639956195,0.5032416758786625
"Leelinau, the Lost Daughter",North American Native,0.1254061180428368,0.4960414122914125
Hans in Luck,German,0.1314213818052809,0.4721207820876698
The Six Sillies,English,0.0989766081871345,0.3893274853801171
The Warlike Seven,North American Native,0.16969297274695003,0.5476147186147187
The Fisherman and the Merman,Scottish,0.05595238095238094,0.4480311355311354
The Fall of the Spider Man,Canadian Native,0.1677102573352573,0.5021818783068785
The Boy in the Land of Shadows,North American Native,0.08150741710296683,0.46462104213413125
The Mountains in Labor,Greek,-0.09288194444444445,0.5416666666666666
The Baby Eskimo,North American Native,-0.04440770135214579,0.36775426219870666
Fin MacCumhail and the Fenians of Erin in the Castle of Fear Dubh,Irish,0.09782133734719943,0.4336414431673055
The Cat on the Dovrefell,Norwegian,0.11166232638888891,0.46381944444444445
"Cudgel, Bestir Yourself!",Slavic,0.12117254376391029,0.43109649766429453
The Iron Stove,German,0.19788675970494163,0.503987123987124
The Snow Drop,Nordic,0.13496195507708664,0.5719443088240079
Tawhaki,Maori,0.12783548843629497,0.4643551538067669
Tales of the Trolls,Swedish,0.06267788724685279,0.4585249042145594
The Crab and the Monkey,Japanese,0.0852425334168755,0.4454323308270676
The Forest Lad and the Wicked Giant,Brazilian,0.10587633907486857,0.5642479198361552
The Old Woman and the Crooked Sixpence,English,-0.03766025641025639,0.3628205128205127
Hoheria Blossom,New Zealand Native,0.19578748219373218,0.4483057336182335
The Story of Atalanta,Greek,0.15037191196925917,0.5157611939086764
Thor and Thrym,Nordic,0.14126984126984124,0.5363492063492064
Ten Little Prairie Dogs,North American Native,-0.04348845598845599,0.33582251082251086
"Manabozho, the Mischief-Maker",North American Native,0.12383863346474956,0.47177815745964397
Jack My Hedgehog,German,0.16001756211058538,0.4859074689307246
Ib and Christine,Danish,0.12237342001969662,0.5083790947316782
The Fly and the Moth,Greek,0.2678125,0.5527083333333334
The Old Dog,Ukrainian,0.0830988455988456,0.34915223665223666
The Girl Who Always Cried,North American Native,0.120186020510448,0.5461012799753261
How a Lad Stole the Giant's Treasure,Scandinavian,0.07667549065436391,0.5719719326057359
The Cortelyou Elopement,North American Native,-0.0068405139833711175,0.382161753590325
How Some Wild Animals Became Tame Ones,Sami,0.09996000211909299,0.5076395826395825
Jack and the Beanstalk,English,0.140428819962764,0.46540845648604284
The Three-Army Surgeons,German,0.07299016521672771,0.39399715735653235
The Witch in the Stone Boat,Icelandic,0.07418072424651373,0.48668713048647266
How Freya Gained Her Necklace and How Her Loved One Was Lost to Her,Nordic,0.15477240896358543,0.5742483660130718
The Shoemaker's Apron: The Story of the Man Who Sits Near the Golden Gate,Czechoslovak,0.05816339560912291,0.4677639469674868
The Fox and the Mask,Greek,0.07384259259259261,0.4046296296296296
Mungoongarlee the Iguana and Ouyouboolooey the Black Snake,Australian Ethnic,0.010142734819458958,0.46655491698595125
The Crane That Crossed the River,North American Native,0.09935742971887554,0.4533132530120481
Rabbit and the Grainbuyers,North American Native,0.19264274676285856,0.5218960989352047
What the Man in the Moon Did,North American Native,-0.05544571995464854,0.4579081632653061
Clematis,New Zealand Native,0.12253534226190477,0.5796626984126984
The Enchanted Cat,Hungarian,0.14936295067269348,0.5434518504371448
The Story of Schlauraffen Land,German,0.07993055555555557,0.4740376984126984
Little Red Riding Hood,French,0.06192502627687813,0.46473642955124433
The Portuguese Duck,Scandinavian,0.09165192368783784,0.5422570588615367
The Magician's Magic,Maori,0.2104662698412698,0.5152777777777778
The Raven (Brothers Grimm),German,0.06379036203522503,0.49448630136986305
The Dragon After His Winter Sleep,Chinese,0.02896825396825396,0.3174603174603175
The Deer and the Coyote,North American Native,0.12330246913580245,0.6282517636684304
Lidushka and the Water Demon's Wife,Czechoslovak,0.13714076270377926,0.5287688574052211
The Poor Devil,Swedish,-0.21923076923076923,0.3003205128205128
The Stars in the Water,Irish,0.10944535247385125,0.47902623365829694
The Three Green Twigs,German,0.04725552721088433,0.5233971088435375
The Ant and the Grasshopper,Greek,0.45,0.29375
The King and the Ju Ju Tree,Nigerian,0.022915214866434393,0.44380662020905925
The Peacock and Juno,Greek,0.0625,0.35416666666666663
Lazy Jack,English,0.03263171225937184,0.547142857142857
Silky,English,0.10284830729166668,0.5499131944444442
The Travelers and the Plane Tree,Greek,-0.1425925925925926,0.5148148148148148
Budulinek: The Story of Another Little Boy Who Opened the Door,Czechoslovak,0.008375865417088818,0.39974164133738616
"The Galah, and Oolah the Lizard",Australian Ethnic,0.15396825396825398,0.4853174603174603
Weedah the Mocking Bird,Australian Ethnic,0.054134503381491346,0.46334385159686364
The Olive-Tree and the Fig-Tree,Greek,0.03061224489795918,0.35306122448979593
The Lion and the Boar,Greek,0.11261574074074072,0.34467592592592594
Tiki,Maori,0.09277983920841064,0.4303777571634714
The Master and His Pupil,English,0.0414237123420797,0.5270651117589893
Little Tuk,Nordic,0.1583898580052426,0.5094067684452297
Odds and Ends,German,0.14826388888888892,0.6583333333333333
The Gold-Bearded Man,Hungarian,0.06331575916438298,0.5159646100586471
"How Mungghee, or Mussels, were Brought to the Creeks",Australian Ethnic,0.07952710057973215,0.4579852408799777
The Mother and the Daughter Who Worshipped the Sun,Indian,0.23550405742821476,0.5431897627965044
Why the Curlew's Bill is Long and Crooked,North American Native,0.005215904344193825,0.4535254803675856
Holiday Adventures,German,0.09716155409285807,0.5204864267676762
The Rabbit and the Crow,North American Native,-0.01639329805996474,0.3012610229276895
The Language of Animals,Bulgarian,0.1380805627175112,0.44874798404210153
The Girl Who Trod on the Loaf,Danish,0.05672130560749237,0.5337706975255614
The Magic Cap,Belgian,0.1429847784885098,0.48912668798862824
The Oxen and the Axle-Trees,Greek,-0.15,0.5
The Lion and the Crane,Indian,0.07815656565656566,0.41805555555555557
"The Monkey, the Shark, and the Washermans Donkey",Tanzanian,0.074268951833607,0.43975779967159273
Horseheads,North American Native,-0.04769775678866586,0.4833234946871311
The Barber's Clever Wife,Indian,0.0922455808080808,0.515129389129389
First Month,Japanese,0.07897587521986561,0.4395816990167954
Education,French,0.09233333333333335,0.4971111111111111
Kovlad - 1. The Sovereign of the Mineral Kingdom,Slavic,0.1741296766840246,0.5452634000460088
The Fox and the Mosquitos,Greek,0.13999999999999999,0.5333333333333333
The Lazy Spinner,German,0.010079365079365075,0.42900793650793645
Heartbreak Hill,North American Native,0.08319327731092437,0.33641456582633056
How to To Tell a True Friend,Italian,0.08288147253263534,0.48136833450786987
The History of Whittington,English,0.10477749570169782,0.5189490459304287
The Wooden Tablet,Chinese,0.0892367936117936,0.489922316797317
The Giant and the Tailor,German,0.1071082285115304,0.5970949386043722
Bokwewa the Humpback,North American Native,0.18711020171957668,0.5388897156084659
Grandfather and Grandson and an Eagle Woman,North American Native,0.07038969784424327,0.3841770081770081
The Jackal and the Pea-Hen,Indian,0.18703861531986526,0.5378240740740741
The Silver Tracks - The Story of the Poor Man Who Befriended a Beggar,Slavic,0.0791445957464171,0.47957825103520435
The Ass and the Charger,Greek,-0.09861111111111114,0.5402777777777777
Fortune and the Wood-Cutter,Arabic,0.03316187263257576,0.47459163059163056
Jack the Dullard,Nordic,0.1690274734990447,0.4956841563786009
"The Shinansha, or the South Pointing Carriage",Japanese,0.11980112587670727,0.4961664820967146
"Juanita, Marianita, The Cat, and the Bear",North American Native,0.0441808962642296,0.530463363796697
The Wonderful Plough,Scandinavian,0.04891739021099487,0.4951989117686792
Jack Welch's Death Light,North American Native,-0.08083137926887927,0.43477144961519953
The Storks,Danish,0.15165611902532566,0.5150365614410561
Hermod and Hadvor,Icelandic,0.14566072668466287,0.5224729998134255
Nelly the Knocker,English,0.10813333333333335,0.5400999999999999
Anthony's Nose,North American Native,0.253125,0.3770833333333334
The Coyote and the Turtle,North American Native,0.07636870315255732,0.48221119929453266
The Selfish Giant,Irish,0.09611889108656352,0.6299589490968802
The Groac-h of the Isle of Lok,French,0.07688423900477478,0.4530445241159526
Guleesh,Celtic,0.13420369456409045,0.4706139826114701
"How Raja Rasâlu Swung The Seventy Fair Maidens, Daughters Of The King",Indian,0.25752314814814814,0.5941435185185183
The Swallow and the Other Birds,Greek,-0.12083333333333333,0.5291666666666667
The Earthquake Fish,Japanese,0.0957465277777778,0.6125868055555556
Jack the Giant-Killer,English,0.06924355366855367,0.5859870583120584
Baba Yaga (Arthur Ransome version),Russian,-0.019219519844519865,0.5372308130641461
The Sun and the Frogs,French,0.20476190476190478,0.4928571428571428
The Waits of Bremen,German,0.17584188660801556,0.5133691756272404
Sigurd at the House of the Nibelungs,Nordic,0.2971518518518519,0.5327925925925926
The Little Farmer,German,0.025625233137988247,0.475859125757085
The Little Folks' Presents,German,0.15271312644908147,0.48497413946852147
The Golden Maiden,Armenian,0.07870946376154712,0.5640385694552363
Pintosmalto,Italian,0.11352306547619055,0.49209821428571454
Why the Lamb is Meek,Brazilian,0.10375049193231003,0.5437734487734489
The Fox and the Cat (Brothers Grimm),German,0.13347953216374267,0.4902046783625731
The Oak and the Reed,French,0.1323529411764706,0.538235294117647
Our Lady's Child,German,0.11362634279300943,0.5022312123502598
The Three Brothers,Serbian,0.07988936988936991,0.37911375661375674
The Timid Hare and the Flight of the Beasts,Indian,0.09401649548708374,0.4132741985683162
The Soothsayer's Son,Indian,0.057855466729287486,0.43509016814272944
"Two Young Men Who Went to ''The Blue'', Speaker and Definer",North American Native,0.11256196805805174,0.4202141142872219
The Tiger's Decoy,Chinese,0.23474025974025972,0.5253246753246753
The Silent Princess,Turkish,0.04105978201155865,0.4378279348964631
Linda Branca and her Mask,Portuguese,0.13595970144215755,0.5949942195556231
A Father and His Two Daughters,Greek,0.14833333333333337,0.635
Dy-yoh-wi and His Eagle,North American Native,0.08406839372748463,0.5578817016317017
The Three Spinning Women,German,0.13479914529914533,0.4332008547008546
The Elf Maiden,Sami,0.10556634087561925,0.459094256259205
The Robe of Feathers,Japanese,0.14036204435660957,0.46074275362318834
Mr. Miacca,English,0.01792933130699089,0.5386355960824045
Skadi,Scandinavian,0.18010984848484846,0.6265833333333333
"The Hog, the Goat and the Sheep",French,0.1060515873015873,0.4755116959064328
The Fire-God,Chinese,0.17747584541062802,0.35012077294685995
"Tritill, Littil, and the Birds",Hungarian,0.0678741812381518,0.45269834196304837
Eve's Various Children,German,0.0876984126984127,0.5251289682539683
The Thieves and the Ass,French,-0.05,0.4
The Lion Going to War,French,-0.06499999999999999,0.40111111111111114
The Skeleton in Armor,North American Native,0.06208791208791209,0.45979853479853483
The She-Goats and Their Beards,Greek,0.3,0.43333333333333335
The Fish and the Ring,English,0.1600652841781874,0.556794674859191
The Snow-Child,Russian,0.18090157818755978,0.5373619494746256
The Money Box,Danish,0.14962445007566957,0.5470562066659628
Weendigoes and the Bone-Dwarf,North American Native,0.09539986209290006,0.4801888916287648
The Dog Chasing a Wolf,Greek,-0.0027777777777777866,0.6055555555555555
Kiviung,North American Native,0.14869227994227996,0.4972391384891388
St. Andrew's Night,German,-0.09747474747474746,0.5264069264069264
The Devil's Stepping Stones,North American Native,-0.002136752136752129,0.48450854700854706
The Nixy Lake,German,0.0827338108044315,0.5359451073546202
The Serpent,Italian,0.16017046025352982,0.5379208221455059
The Prince Who Wanted to See the World,Portuguese,0.0672813320559222,0.4528496912923143
Black Bull of Norroway,English,0.08195850518685154,0.38209473815773026
Cucúlin,Irish,0.1372671793694522,0.41309411758275427
"Sun, Moon and Talia",Italian,0.08373699553135036,0.5051363287250384
Balder,Nordic,0.08506106988249844,0.5711471861471858
How Brave Walter Hunted Wolves,Finnish,0.09257717657204598,0.5226049406646422
The Forty Princes and the Seven-headed Dragon,Turkish,0.14724646659134963,0.475183128999923
The Tortoise and the Birds,Greek,0.11352813852813852,0.5423160173160173
"The Bear, the Dog and the Cat",Russian,0.11972966269841268,0.4873387896825397
The Sturgeon,German,0.13341502633169294,0.4562025320358656
Why the Deer Has No Gall,North American Native,0.2390992812219227,0.5158550464210842
The Lord of Death,Indian,0.059768264143264145,0.41106888481888465
The Kingdom of the Ogres,Chinese,0.12533289241622575,0.44695481896462297
The Three Wonderful Dresses,Turkish,0.10293823465976493,0.5287047521478132
The Cat and the Mouse,English,0.12142857142857144,0.3968253968253969
The Magician's Daughter,Scandinavian,0.07559570494864605,0.4724154995331469
How the Cannibals drove the People from Insofan Mountain to the Cross River (Ikom),Nigerian,0.09551092426092425,0.3779041329041329
The Hare's Heart,Polish,0.024864386674282535,0.47573633156966477
How the Toad Got His Bruises,Brazilian,0.10523989898989898,0.5486451048951049
The Story of the King Who Would Be Stronger Than Fate,Indian,0.09932081357428586,0.5091900267941935
A Legend of St. Bartholomew,Portuguese,0.11806290931290929,0.5153944071801215
The Baker's Dozen,North American Native,0.11074380165289256,0.4236914600550964
Kil Arthur,Irish,0.0846192170623989,0.4823791486291487
Käthchen and the Kobold,German,0.1305508611901712,0.48504633979881523
The Old Stone Mill,North American Native,0.04446969696969697,0.27295454545454545
The Frog Princess,Polish,0.21744430199430204,0.5074932234432237
Brother Lustig,German,0.11047725007926805,0.4849184186516028
A Chapter You Can Skip,Irish,0.13836410540678842,0.5122928088171992
When the Birds would Choose a King which Tells Also Why the White Owl Only Flies by Night,South African,0.15875164416059492,0.45712759576957174
The Story of a Clever Tailor,German,0.1460606391569694,0.515911606232707
The Last Shot at Germantown,North American Native,0.029577020202020212,0.4490530303030302
Katcha and the Devil: The Story of a Clinging Vine,Czechoslovak,0.061195300929229486,0.45643823478109224
Salman and Rostom,Armenian,-0.03201328150307742,0.571347586653709
The Children of the Limokon,Philippine,0.22607142857142856,0.5851190476190476
The Three Dogs,Scandinavian,0.16972529921059343,0.5451116204057384
The Story of the Queen of the Flowery Isles,French,0.14534315979006251,0.5152834923188905
The Man Who Never Laughed,Arabic,0.17239817890980688,0.5199114064230344
Rabbit and the Indian Chief,Canadian Native,0.10087298244441105,0.5174775387632535
"The Adventures of Haroun-al-Raschid, Caliph of Bagdad",Arabic,-0.06553088803088802,0.44507722007722006
Shepherd Paul,Hungarian,0.10417613086439315,0.4818067281634354
Desperate Malachus,Italian,-0.04038108356290174,0.5202020202020202
Morozko,Russian,0.15310232426303863,0.5111054421768715
Uraschimataro and the Turtle,Japanese,0.0739198474002395,0.4721314451706608
Thumbling as Journeyman,German,0.006788365489874115,0.46144464969896004
The Sole,German,0.07259523809523812,0.48109523809523813
The Young Giant,German,0.09790835618715203,0.5110602094240843
The Seal-Catcher's Adventure,Scottish,0.07928654522755642,0.5357337013797688
Bamboo and the Turtle,Chinese,0.11528919740973316,0.5117983306376164
The Magic Swan,German,0.19155320813771518,0.5194677681473453
Loki's Punishment,Nordic,0.00915370637592859,0.3553424456202234
The Lion and the Cat,North American Native,0.08343604662412003,0.49827729737133436
The Escape of Juanita,Philippine,-0.023214285714285708,0.537687074829932
The Peddlar of Swaffham,English,0.15084972394755003,0.4990079365079364
Eva's Luck,Welsh,-0.013194444444444448,0.20486111111111113
Esben and the Witch,Danish,0.09741558595725268,0.4753244286577621
The Little Hunchback,Arabic,0.03889608475815369,0.47664947805341934
The Girl with the Horse's Head or the Silkworm Goddess,Chinese,0.1547313797313797,0.44955449955449955
The Yellow Dwarf,French,0.11486048044681144,0.5919775659991486
The Headless Dwarfs,Estonian,0.07226159390142169,0.4565099936911162
The Water of Yoro or the Fountain of Youth,Japanese,0.11475468975468975,0.44173768939393926
The Schoolmaster Had Not Reached Orrington,North American Native,0.025000000000000026,0.5499999999999999
"The Bat, the Bramble and the Seagull",Greek,0.14,0.73
The Fire Quest,Japanese,0.2526041666666667,0.6013392857142855
The King of Waterfalls,Celtic,0.06424943722582166,0.5194742834075085
The Mikumwess,North American Native,0.23855434397887235,0.5573092787715428
The Fisherman and his Wife,German,0.13282360166288742,0.5393261526832958
"Little Red-Cap (Little Red Riding Hood, Grimms' Version)",German,0.08316591598760716,0.4909938141923438
The Great Red Enemy,New Zealand Native,0.04194234910870248,0.4754697891915937
"The Heifer, the Goat, and the Sheep",French,0.08357142857142856,0.34523809523809523
The Changeling,Celtic,0.23645833333333335,0.5291666666666667
The Water of Life,German,0.10001770348992574,0.5096590241034685
The Outcast Prince,Jewish,0.09269434269434268,0.6168447293447297
How Brynhild Was Won for Gunnar,Nordic,0.23753306878306876,0.5710978835978834
The Talking Fish,Chinese,0.07964203609545592,0.5344556498271118
The Beetle,Scandinavian,0.1965390748140749,0.5479660832994168
The Song-Bird and the Healing Waters,Canadian Native,0.0777627687812873,0.5131932196747012
Men-Wolves,Polish,0.04499962689749275,0.5130010233668769
The Dragon's Strength - The Story of the Youngest Prince Who Killed the Sparrow,Slavic,0.08567098920593547,0.5445882532441679
Thor,Nordic,0.08338972431077693,0.5290189760114572
How They Broke Away to Go to the Rootabaga Country,North American Native,0.04906889844389844,0.3445727545727545
The Vengence Of The Goddess,Chinese,0.083371976056801,0.5416537213327103
The Remarkable Rocket,Irish,0.1635051098337523,0.5315621207343065
Fairies or No Fairies,Irish,0.13112407194060427,0.4802176139272915
The Three Apprentices,German,0.1508814977293238,0.47160176779741986
Gaffer Death,German,0.015251259934095757,0.5114363248691606
How Greed for a Trifling Thing Led a Man to Lose a Great One,Chinese,0.056570945344093515,0.3976310726310724
The Talking Silver Foxes,Chinese,0.08308821034191796,0.41969464622006997
The Flying Trunk,Danish,0.19138263310228634,0.5251859219778299
The Beast Slayer,German,0.178255728400923,0.588408784611615
The Battle of the Birds,Celtic,0.08999720549241327,0.586962974902272
The Charcoal-Burner And The Fuller,Greek,0.1282828282828283,0.8333333333333334
The Miserly Farmer,Chinese,0.11153722600151171,0.5195427059712775
How Raven Brought Fire to the Indians,Canadian Native,0.1607172026386312,0.48999785611214197
The Story of Hok Lee and the Dwarves,Chinese,0.10897124243278086,0.520797535797536
The Dog and the Cook,Greek,0.16666666666666666,0.45686274509803926
Sam-Chung and the Water Demon,Chinese,0.10672943299776143,0.5520864171670629
The Elephant's Child,English,0.19087312744529245,0.48035424197795334
King Olaf,Nordic,0.16644524959742352,0.5034219001610305
The Sleeping Beauty in the Wood,French,0.17078305630428273,0.5376588799041628
The Prince with the Golden Hand,Slavic,0.16044894251978722,0.5388871588599111
The Quest of Cleverness,Brazilian,0.27615316275764035,0.6148649609097371
The Loss of Weetamoo,North American Native,0.0908611981887844,0.4285092302333683
The Turtle and His Bride,North American Native,0.10827584452584445,0.4703561253561251
The Widow's Son,Armenian,0.15598884384182318,0.4957638561783641
Canobie Dick and Thomas of Ercildoun,Scottish,0.06048180391037535,0.5048376504447932
The Herdsman and the Lost Bull,Greek,0.10833333333333334,0.7277777777777776
The Spirit of Wu-Lian Mountain,Chinese,0.1373771730914588,0.4679516250944822
The Knight of the Fishes,Spanish,0.08949084281115535,0.4778298915798918
Jackal or Tiger?,Pakistani,0.06639294227683235,0.45268673185052516
Magbangal,Philippine,0.09151394901394902,0.49116161616161624
The King and the 'Nsiat Bird,Nigerian,0.18874458874458874,0.47755602240896355
White Corn and the Grasshoppers,North American Native,0.05637254901960784,0.14068627450980395
The Culprit Fay,North American Native,0.12031440781440783,0.5191773504273505
Diamond Cut Diamond,Indian,0.12155373730122478,0.5396338111916003
The Boy Who Set a Snare for the Sun,North American Native,0.08956675521448247,0.4655283298351481
The Faithlessness of Sinogo,Philippine,0.1556951793062905,0.5908289241622574
The Origin of the Narran Lake,Australian Ethnic,0.04829022143836961,0.44068195179306274
The Springs of Blood and Water,North American Native,0.2099206349206349,0.5076388888888889
Yanechek and the Water Demon,Czechoslovak,-0.0022081596190108355,0.504320912557109
The Pack of Ragamuffins,German,0.034483932461873645,0.4924564270152506
Dyjhicon: The Coward-Hero,Armenian,0.15030333826065537,0.5796809559004682
The Master of Magic,Portuguese,0.30371306471306475,0.5935678765678766
The Dirty Shepherdess,French,0.1527273302938197,0.6020592705167171
The Old Woman in the Wood,German,0.08883377425044087,0.49962522045855384
It is Quite True,Danish,0.04226750432107575,0.490298382173382
The Long-Lived Ancestors,Welsh,0.11936274509803922,0.4046568627450981
Princess Miranda and Prince Hero,Polish,0.15040013484457931,0.4965459232125903
The Sluggard,Slavic,0.18819314100335993,0.5239071370640715
Geirrod,Nordic,0.2085185185185185,0.4565432098765431
How the Rhinoceros Got His Skin,English,0.014626984126984141,0.4813059163059164
The Wonderful Tune,Celtic,0.1649006562676515,0.504972091400663
"Black, Brown and Gray",Irish,0.16381418076872636,0.37732745200927026
The Brown Bear of Norway,Irish,0.16229565496232176,0.4828592592592598
The Snake Child,Albanian,0.13242983729510677,0.44495176314038576
Summer Kills Autumn and is Herself Killed by Winter,North American Native,0.022935992578849717,0.36224489795918385
The Old Mill at Somerville,North American Native,0.035130482544275636,0.34213822575891534
Olde Hildenbrand,German,-0.34544282339224364,0.7118679430535094
"Osseo, the Son of the Evening Star",North American Native,0.17213563100137175,0.5069490985694691
Ratcatcher,French,0.10207016458896155,0.44072651867764645
The Lord's Animals and the Devil's,German,0.06432291666666667,0.5151041666666667
The Dumb Book,Nordic,0.016217855781535017,0.4673214626044813
The Fairies' Cup,English,0.10924230090896757,0.46231176231176224
The Golden Bird,German,0.18384096062667493,0.49351765958908833
Little Master Misery,Russian,0.06130726193090322,0.49308220925612234
Mogarzea and His Son,Romanian,0.0825741567460317,0.5021031746031749
The Kabouters and the Bells,Dutch,0.12653323528323532,0.530511380154238
The Enchanted Moccasins,North American Native,0.10077272229057949,0.4735178978036124
Mama's Happy Christmas,North American Native,0.11669047619047619,0.4719470899470899
The Two Asses,French,0.10952380952380951,0.4261904761904762
The Land of Yomi,Japanese,0.13441583275822405,0.4560064412238324
Crab,Italian,0.14748299319727892,0.5654897959183676
The Ass in the Lion's Skin,Indian,0.0028998778998779056,0.314453601953602
How the Man Found His Mate,North American Native,0.09329161775136349,0.5013962873284906
The Bittern and the Hoopoe,German,0.021363636363636394,0.5740909090909091
Madschun,Turkish,0.12770593970593974,0.5141976911976913
The Story of the Youth Who Went Forth to Learn What Fear Was,German,0.03687800454490795,0.47034015752765795
Knös,Swedish,0.03424128709454796,0.4044470324361629
The Woodsman and the Serpent,Greek,-0.06296296296296298,0.40185185185185185
The Lad who Went to the North Wind,Norwegian,0.22616894699193504,0.504690150032616
The Old-Beggar Woman,German,0.15892857142857147,0.484920634920635
The Reward of a Benevolent Life,Chinese,0.15139174773852201,0.5473619502759294
How the River God's Wedding was Broken Off,Chinese,0.024391741071428573,0.4086532738095238
The Tree-Bound,North American Native,0.15725964732605355,0.4781257525543242
"Longshanks, Girth, and Keen: The Story of Three Wonderful Serving Men",Finnish,0.12059902135812571,0.45305673438547484
Brynhild in the House of Flame,Nordic,0.28258474576271186,0.5417796610169491
Man's First Grief,North American Native,0.013349206349206355,0.40911507936507946
Bulgarian Hospitality,Bulgarian,0.17594311989834374,0.5058647239990522
The Old Woman in the Wood,German,0.08883377425044087,0.49962522045855384
The Stolen Farthings,German,0.060128787878787865,0.3144242424242424
"How Pink Peony Sent Spuds, the Ball player, Up to Pick Four Moons",North American Native,0.09292929292929292,0.37252525252525254
The Bunbundoolooeys,Australian Ethnic,0.0629275577984817,0.488423050379572
"The Frog-King, or Iron Henry",German,0.04321736453201969,0.523509852216749
The Rogue and the Oracle,Greek,0.003846153846153824,0.48653846153846153
Why the Owl Flies at Night,Portuguese,0.03312699350292172,0.5174061691883474
The Fox and the Sheep,North American Native,0.07836601307189542,0.531470588235294
The Cat and the Cradle,Dutch,0.14074321193587253,0.4974703634795382
The Owl and the Eagle,North American Native,0.07914418486931697,0.4826175233217488
The Arabian Nights,Arabic,0.22383838383838384,0.5187500000000003
The Golden Root,Italian,0.12163400117602714,0.5244518508311612
The Master-Thief,German,0.07699761217618356,0.41169198790627404
The Story of Princess Hase,Japanese,0.14817227390664908,0.570563186813187
The Wonderful Bird,Romanian,0.18487644693976585,0.5120756220974564
The Cat That Walked by Himself,English,0.17450256866729635,0.45162672507752355
St. George of Merrie England,English,0.15614369750296325,0.5497123932788273
The Engineer and the Dwarfs,German,0.12983013807397614,0.535808624864963
The Borah of Byamee,Australian Ethnic,0.08855797526103212,0.4105143134400778
How Raja Rasâlu Became a Jôgi,Indian,0.32659090909090915,0.6247077922077922
Jupiter and the Tortoise,Greek,0.06,0.325
The True Bride: The Story of Ilona and the King’s Son,Finnish,0.12694232631104843,0.46921885276477143
The Suitors of Princess Fire-Fly,Hungarian,0.18960505610290096,0.6026081796555934
The Robin and the Bear,North American Native,-0.027187499999999996,0.43099999999999994
The Story of the Young King of the Black Isles,Arabic,0.13683569419328914,0.45199417319670465
Prince Narcissus and the Princess Potentilla,French,0.1616340063054985,0.5486936257259195
"Bootoolgah the Crane and Goonur the Kangaroo Rat, the Fire Makers",Australian Ethnic,0.11151974132062627,0.514743913903206
Wise Folks,German,0.2071198642627214,0.49028971028971025
Odin's Reward,Scandinavian,0.2632055834029519,0.606078738512949
"Goso, the Teacher",Tanzanian,0.07465277777777776,0.5991666666666665
The Poor Man and the Rich Man,German,0.12182684457355508,0.4599739642667275
The Three Princes and Their Beasts,Lithuanian,-0.01006880815163024,0.4228327977407731
The Lady of Pintorp,Swedish,0.022383004926108386,0.5168274493705528
The Pen and the Inkstand,Danish,0.28337333589349717,0.6137224782386071
The Maiden Who Was Swifter than the Horse,Serbian,0.20313706563706566,0.4813384813384813
The Fox That Flew,North American Native,0.37157974300831437,0.6694066515495087
Little Sister: The Story of Suyettar and the Nine Brothers,Finnish,0.013530496404834766,0.5147472397309534
How the Farmer Deceived the Demon,Philippine,0.09119181380417334,0.48945291599785984
The Water-Nix,German,-0.025527777777777788,0.517111111111111
The Shroud,German,-0.09444444444444444,0.5015873015873016
Little Maia,English,0.07665870677229378,0.5269199658634439
Dinewan the Emu and Wahn the Crows,Australian Ethnic,-0.03042328042328041,0.4947089947089947
"Good St. James, and the Merry Barber of Compostella",Portuguese,0.1789351232917409,0.48108182667006205
Noureddin and the Fair Persian,Arabic,0.18163490495012236,0.5382179559570862
The Three Admonitions,Italian,0.15044044674146712,0.40010896133345103
The Boy Pu-nia and the King of the Sharks,Hawaiian,0.03465787684537688,0.3608600427350427
The Scurfhead,Albanian,0.10737724577010288,0.5042410169195884
The Boy and the Earthly Beauty,Albanian,0.12436684303350963,0.4202104644326867
How Fin Went to the Kingdom of Big Men,Celtic,0.11500749559082897,0.37749911816578474
The First of May,Greek,0.06295447692966073,0.5686562402738874
Princess Pepperina,Indian,0.15132724562986488,0.5741167109821937
Snowdrop,German,0.11276877137322339,0.47873512522485206
The Cobbler,Italian,0.07816725455614343,0.3113609641387419
Truthful Joseph,Italian,0.3659166666666667,0.5936666666666668
The Adventures of Prince Camaralzaman and the Princess Badoura,Arabic,0.16154900106591766,0.5282105804846939
The Shepherd and the Lion,French,-0.020833333333333322,0.4395833333333333
How the Tinguian Learned to Plant,Philippine,-0.031714285714285716,0.5701428571428572
How Dippy the Wisp and Slip Me Liz Came in the Moonshine Where the Potato Face Blind Man Sat with His Accordion,North American Native,-0.018370980870980873,0.3931552329700478
The Snow Man,Nordic,0.17327407069203943,0.5396137566137563
The Rivers and the Sea,Greek,0.27999999999999997,0.5399999999999999
The Goblin Pony,French,0.0463849765258216,0.43178403755868533
The Story of Prometheus:,Greek,0.16579086471692112,0.5614034374597758
